,Unnamed: 0,appid,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
68,68,601520,Sirius: Age of the Free Agents,2019-02-12,8500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,1 user reviews,single only,4.0,0.0,,,,
69,69,601530,Darkarta: A Broken Heart's Quest Collector's Edition,2017-03-08,10500.0,6.0,6.0,Adventure,0.0,40.0,Casual,8.0,0.0,1.0,,very positive,single only,805.0,56.0,,,50.9,"Product received for free

??? : 사랑에 빠진 게 죄는 아니잖아!!

평소에는 거들떠도 안 봤을 그래픽의 게임이었는데, 플레이 해보니 퍼즐 좋아하고 포인트앤클릭 장르를 좀 하던 저에게는 재미난 시간을 선사해주었네요. 이 가격에 이 정도 볼륨이라면 꽤 괜찮은 게임이라고 생각합니다. 더군다나 이런 인디 퍼즐 게임에서 스토리를 이만큼이나 신경썼다는 것은 꽤 놀랄 일이라고 생각해요.

저는 플레이 난이도를 제일 윗단계로 하고 막히는 부분 있으면 힌트 쓰는 걸로 했는데, 힌트가 너무 막연하게 뭉뚱그려진 게 아니라 정확히 어딜 놓쳤는지 짚어줘서 편했어요. 근데 몇 번은 오류가 있기도 했어요 () 대부분은 막힘 없이 플레이 할 수 있었습니다.

다만 많이 아쉬운 것은 앞에도 적었다 시피 거들떠도 안 볼 그래픽이라는 점... 게임성에 비해 많이 뒤쳐진다고 생각해요. 게임은 복합적인 인터랙티브 영상 매체이니까 보이는 것도 중요한데, 굉장히 열심히 그린 그림이지만 트렌디하지 못한 게 단점이네요. 근데 어찌보면 이 게임 배경과도 잘 어울리긴 하다는 게 웃픈 사실.. 그러나 다른 사람들 의견도 그렇고 처음 봤을 때 특히나 인물이 기괴하고 공포스럽다는 얘기를 많이 하는 걸 보면 저만 그렇게 느끼는 것은 아니라고 생각해요. 게임 스토리의 시작에 있는 애기의 얼굴은 그야말로 공포.. 색감도 많이 촌스러웠던 것 같아요. 그래도 게임 내 퍼즐 속에 인도 문화와 그림이 잘 어울러지는 점은 되게 멋지고 칭찬할만 하다 생각이 들어요.

Live2D라고 해야하나 스파인 심어서 움직이는 그림으로 이벤트 씬 메우고 이런 거는 좋긴 좋았는데, 그거야 말로 진짜 노가다가 필요한데 자연스럽게 보일만큼 필요한 노가다의 양을 채우지 못한 느낌이에요.. 게다가 그림 해상도도 떨어지는데다 큰 그림을 축소해서 쓴 게 아니고 작은 그림을 늘려서 쓴 방식이라 그림 뭉개지는 걸 너무 많이 봐버렸음..

그리고 포인트앤클릭 장르인데 하단 UI가 너무 자리를 차지해서 방해가 되더라구요.(잠금 장치와 상관 없이 크단 소리임) 퍼즐을 푸는 중간중간 퍼즐 조각이랑 하단으로 클릭해 방 나가는 버튼이랑 겹쳐져서 의도치 않게 나가게 되는 경우도 좀 빈번했어요.

또 두어번정도 버그로 상호작용이 아무것도 안되는 버그가 있었는데, 저장이 자기가 한 데까지 되어서 다시 해야하는 수고는 없어서 괜찮았어요.

다음 번에 이런 게임을 만든다면 방식은 We were here 시리즈로 빛이랑 색감 그리고 문화를 녹여내는 방식은 Raji 참고하면 좋을 것 같아요.

피드백은 메일로 보내달라고 아웃룩켜졌는데 그건 좀 불편해서 리뷰에 피드백을 남겨서 단점만 많이 있는 것 같지만, 재미 없었으면 다 플레이 하지도 않았겠죠? 재미는 확실히 있어요 퍼즐 좋아하시는 분들은 좋아할만한 게임이라고 여겨집니다."
70,70,601540,Veil of Crows,2018-10-18,16000.0,6.0,5.0,RPG,0.0,0.0,Strategy,1.0,0.0,0.0,,mixed,single only,255.0,200.0,0.8,163.0,,
71,71,601550,Don't Look Back,2017-02-23,5500.0,6.0,6.0,Indie,0.0,0.0,Indie,2.0,0.0,0.0,,6 user reviews,single only,3.0,4.0,0.0,3.0,,
72,72,601570,Fix Me Fix You,2017-03-09,7500.0,5.0,5.0,Casual,0.0,5.0,Sexual Content,1.0,0.0,1.0,,positive,single only,38.0,5.0,,,9.3,"쉬운 도전과제, 트레이딩 카드.
정가 주고 사기는 비싼 듯 하네요..."
73,73,601590,BattleTrucks,2017-03-01,4400.0,6.0,6.0,Action,0.0,0.0,Action,2.0,0.0,0.0,,mixed,single only,8.0,11.0,,,,
74,74,601640,The guard of dungeon,2017-03-08,7500.0,5.0,5.0,Action,0.0,12.0,Action,1.0,0.0,1.0,,mixed,single only,73.0,65.0,1.4,1580.0,5.7,"Product received for free

When I Play This Again, My Save Data Has Been Gone.
Damn it."
75,75,601700,JETBROS,2017-07-15,10500.0,6.0,6.0,Action,0.0,0.0,Action,2.0,0.0,0.0,,5 user reviews,single and multi,7.0,0.0,,,,
76,76,601750,Range Day VR,2017-08-10,16500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,mixed,single only,15.0,12.0,0.0,4.0,,"EARLY ACCESS REVIEW
처음에 작성했을땐 VR게임을 가지고 있는게 없어서 괜찮은 게임이라 했습니다.
하지만 VR게임도 많이 해 봤고, 진짜 사격 시뮬레이터가 어떤건지 보여주는 게임도 해 보았으니 이 게임에 대해 다시 작성할 이유가 생겼습니다.

그냥..... 별로입니다.
약속한 멀티플래이는 아직도 나오지 않았고, 경쟁 게임(흔히들 H3라 불리는 그 전설의 게임)보다도 부실한 총기와 시스템이 점수를 깎고 있습니다. 특징난 것도 없으니 경쟁게임을 먼저 해 봤다면 해당 게임을 구매할 이유가 없습니다."
77,77,601760,VR Audio Visualizer,2017-02-24,2200.0,6.0,6.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,,1 user reviews,single only,0.0,1.0,,,,
78,78,601790,Eternal Lore,2017-09-19,10500.0,6.0,6.0,Action,0.0,26.0,Adventure,2.0,0.0,0.0,,mostly positive,single only,32.0,9.0,,,23.7,
79,79,601810,Spark the Electric Jester,2017-04-11,8500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,very positive,very positive,single only,636.0,56.0,5.2,45.0,,소닉+록맨 개꿀잼
80,80,601840,Griftlands,2021-06-02,20500.0,1.0,1.0,Indie,1.0,13.0,Card Battler,11.0,0.0,0.0,very positive,overwhelmingly positive,single only,11408.0,590.0,283.3,7545.0,4.0,"EARLY ACCESS REVIEW
두종류의 사람이 있다
나를 좋아하는사람 그리고 죽은사람"
81,81,601870,Biotoxin: The Dark Days,2017-03-03,3300.0,6.0,6.0,Action,0.0,13.0,Action,1.0,0.0,0.0,,mixed,single only,14.0,9.0,,,7.7,
82,82,601920,Adjacency,2017-06-10,3300.0,6.0,6.0,Casual,0.0,5.0,Casual,1.0,0.0,1.0,,positive,single only,10.0,2.0,0.0,3.0,31.0,
83,83,601930,Trianguluv,2017-03-15,2200.0,6.0,6.0,Action,0.0,0.0,Indie,3.0,0.0,0.0,,positive,single only,35.0,5.0,28.3,1441.0,,
84,84,601940,Fancy Fishing VR,2017-03-03,5500.0,6.0,6.0,Action,0.0,0.0,Action,2.0,0.0,0.0,,2 user reviews,single only,4.0,4.0,,,,
85,85,601990,Perspectives: Aleppo-Helsinki,2017-02-16,0.0,6.0,6.0,Simulation,0.0,0.0,Simulation,3.0,0.0,0.0,,mixed,single only,17.0,9.0,0.0,3.0,,
86,86,602010,Plank not included,2017-03-01,12500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,positive,single only,39.0,6.0,,,,
87,87,602040,Rota Craze,2017-03-08,3300.0,6.0,6.0,Casual,0.0,0.0,Indie,1.0,0.0,0.0,,1 user reviews,single only,0.0,1.0,,,,
88,88,602070,Plasma Puncher,2017-05-12,6500.0,5.0,5.0,Action,0.0,19.0,Beat 'em up,3.0,0.0,0.0,,very positive,single only,65.0,5.0,,,29.4,
89,89,602080,Solaroids,2017-05-27,10500.0,6.0,6.0,Action,0.0,29.0,Top-Down Shooter,14.0,0.0,1.0,,positive,single and multi,41.0,2.0,0.1,12.0,57.2,
90,90,602120,Molemen Must Die!,2017-03-22,2200.0,6.0,6.0,Action,0.0,12.0,Action,1.0,0.0,0.0,,positive,single only,51.0,2.0,,,18.5,"트럼프 미 대통령이 두더쥐?한테 얻어맞으며 시작하는 이 게임은
밑을 향해 쏘아진 핵폭탄을 지켜가며, 바닥으로 향하는 게임입니다.

정신없이 쏟아지는 적과 총알들
여기에 VHS 효과까지 섞이면서 눈을 괴롭힙니다.

은근 노래도 좋고, 특이하게 한번 죽을 때마다 새로운 효과?를 얻습니다.
폭탄이 빨리 내려간다든지, '쓸데없는 무지개효과', 양쪽으로 총을 쏜다든지
세가지 효과를 가지고 진행하게 됩니다.
좋은 효과도 있지만 안좋은 효과도 있으며, 아무런 의미없는 효과도 있구요.

똥겜이겠거니 무시하고 시작한 것에 비하면 꽤나 괜찮은데...
눈이 너무 아파서 ㅠㅠ 그만 하려 합니다.
나쁜 게임은 아녜요. 진짜로."
91,91,602130,Violent killer VR,2017-03-17,3300.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,8 user reviews,single only,5.0,3.0,,,,
92,92,602140,The Uncertain: VR Experience,2017-04-25,0.0,6.0,6.0,Casual,0.0,0.0,Free to Play,1.0,0.0,0.0,,mixed,single only,23.0,10.0,,,,
93,93,602150,Desert Battle,2017-04-11,6500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,1 user reviews,single only,0.0,1.0,,,,
94,94,602160,Alchemist Defender VR,2017-11-22,10500.0,6.0,6.0,Action,0.0,0.0,Strategy,1.0,0.0,0.0,,5 user reviews,single only,10.0,4.0,0.0,3.0,,
95,95,602180,Free Towns,2017-03-24,10500.0,6.0,6.0,Casual,0.0,0.0,Casual,1.0,0.0,0.0,,3 user reviews,single only,0.0,3.0,0.0,2.0,,
96,96,602200,Dreamlike Worlds,2017-03-07,1100.0,6.0,6.0,Action,0.0,0.0,Indie,1.0,0.0,0.0,,mixed,single only,21.0,12.0,,,,"아름다운 파스텔톤 색감의 배경이 돋보이는
캐주얼 플랫포머 게임 .
귀여운 캐릭터와 미려한 배경과는 다르게
게임의 난이도는 매우 흉악하다.
움직이는 발판 화살과 가시덩어리(제일 짜증남)
등등의 장애물들이 악랄하게 괴롭혀대는데
본인은 1시간 반동안 160번 정도 죽은거 같고
샷건도 두번이나 쳤지만 결국 클리어는 했다 ...
(본인 게임 실력은 평균 이하)
각각의 특색에 맞게 꾸며진
3가지 스테이지의 영롱한 배경 아트를
감상하다보면 황홀함이 느껴질정도이고
클리어후 뿌듯함으로 충분한 심적 보상도
받을수 있으니 한번 도전해보는것도 좋다.

6 / 10"
97,97,602240,Metacell: Genesis ARCADE,2021-05-13,5500.0,6.0,6.0,Casual,1.0,16.0,Indie,5.0,0.0,0.0,,5 user reviews,single only,6.0,0.0,,,28.1,
98,98,602270,Alienautics,2019-10-07,15500.0,5.0,5.0,Action,1.0,9.0,Indie,1.0,0.0,0.0,,2 user reviews,single only,6.0,3.0,,,0.0,
99,99,602300,Alter Army,2018-08-07,5500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,positive,single only,22.0,7.0,0.0,4.0,,간단 명료함이 장점인 액션 게임. 말 그대로 때려 부쉬고 죽이는게 전부다. 다만 그럼에도 재미 있다고 할 수 있을 수준의 손맛이 존재한다. 볼륨이 작다는 것과 결국 단순함의 한계를 벗어나지 못한 것이 아쉽기는 하나 뜨끈한 국밥 한그릇 먹는다 치면 괜찮은 가성비라 생각된다.
100,100,602320,Train Valley 2,2019-04-16,15500.0,6.0,6.0,Adventure,0.0,67.0,3D,14.0,0.0,1.0,very positive,very positive,single only,1845.0,186.0,118.7,430.0,72.5,"EARLY ACCESS REVIEW
자유모드를 기대한다면 사지마라"
101,101,602430,Yono and the Celestial Elephants,2017-10-13,15500.0,4.0,6.0,Adventure,0.0,0.0,Adventure,6.0,0.0,0.0,,very positive,single only,179.0,24.0,1.6,84.0,,"귀여운 코끼리 대모험!

공략이 필요없을 정도로 퍼즐이 쉬움..

단 한글은 지원안하니 기본적인 해석은 필요함

한글패치 나오면 많은 유저들도 즐길 수 있을듯...

모션은 엉성하나 물뿌리기와 박치기가 정말 인상적임 ㅎㅎ"
102,102,602480,Kartong - Death by Cardboard!,2018-04-05,14500.0,5.0,5.0,Action,0.0,16.0,Action,1.0,0.0,0.0,,positive,single only,58.0,7.0,,,51.9,"EARLY ACCESS REVIEW
와우, 여러 VR게임들을 해 왔지만 이렇게 저렴한 가격에 긴장빨면서 집중한 적도 없습니다.
매우 적은(하지만 그렇게 적지도 않은) 탄약과 극히 제한된 무기(석궁을 제외하곤 모두 무기 수명이 있음), 아군 적군 구별 없는 함정에 스텔스 까지.
전 텔레포트 방식으로 플래이 해서 해당 지점까지 이동하는데 가만히 기다려야 하지만 그 순간이동 요소에 스텔스를 넣을수 있다는걸 매우 잘 보여준 게임입니다.

그렇다고 해서 단점이 없는건 아닙니다. 자신이 죽었는지, 아님 체력이 매우 낮은 상황인지 그걸 인지할 수가 없고, 아이템 선택은 위급한 상황에서 더 우릴 당황하게 만듭니다.

이런 게임에 스토리나 세계관을 바라는건 좀 지나치지만 간단하게 즐길수 있는정도로면 가격이 너무 낮지 않나 싶을 정도입니다.
이건 강력히 추천하는 VR게임들중 하나입니다."
103,103,602510,Gettysburg: The Tide Turns,2017-07-15,10500.0,2.0,2.0,Strategy,0.0,0.0,Strategy,1.0,0.0,0.0,,mixed,single only,41.0,20.0,1.5,47.0,,
104,104,602520,NEKOPARA Vol. 3,2017-05-25,10500.0,2.0,1.0,Casual,0.0,27.0,Hentai,3.0,0.0,1.0,very positive,overwhelmingly positive,single only,11069.0,321.0,32.6,2542.0,84.0,
105,105,602540,The Ancient Remains,2017-03-14,10500.0,6.0,6.0,Action,0.0,0.0,Adventure,1.0,0.0,0.0,,8 user reviews,single only,3.0,6.0,,,,
106,106,602550,Space Conquest,2017-07-18,9500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,3 user reviews,,11.0,1.0,,,,
107,107,602590,Saucer-Like,2017-04-05,6500.0,6.0,6.0,Adventure,0.0,12.0,Adventure,6.0,0.0,0.0,,mostly positive,single only,35.0,12.0,,,95.7,"한글화 X / 도전과제 O / 트레이딩카드 X

플탐은 약 2시간이내로 특이한 그림체의 포인트 앤 클릭 게임입니다.
되돌릴 수 없는 의식을 수행하는 남자 주인공의 이야기로 2가지 엔딩이 있고,
중간중간 애니영상 같은게 틀어져서 즐겁게 했습니다.
스토리랑 상관이 있나싶은 띠용한 영상씬 하나 있습니다.

도전과제는 매우 쉬운편이고, 엔딩을 둘다봐야 완료됩니다"
108,108,602630,Diorama Worlds,2017-06-14,0.0,6.0,6.0,Casual,0.0,0.0,Simulation,1.0,0.0,0.0,,positive,single only,29.0,3.0,,,,"EARLY ACCESS REVIEW
디오라마를 꾸미고 싶은데 집이 좁거나 자금 압박이 심하다며 추천.그림 그리기 앱과 달리 이미 만들어져 있는것들로 꾸미는 거라 쉽게 할 수 있다. 물품이 제법있지만 많은 업데이트가 필요해보인다. 음악이 안나와서 지루한점도 단점.동심으로 돌아가 신나게 가지고 논 뒤 치우지 않아도 되는게 가장 매력. 디오라마 꾸미는 재미는 솔찬하다. 아직 오픈되지 않은 메뉴도 있는데 추후 업데이트에서 캐릭들이 움직이거나 액션을 설정할 수 있다면 아주 흥미진진하게 재미 있을거 같다. 사진찍는 기능은 있는지 확인해보지 못한 상황.근데 한국인들은 게임을 구매 안하는건지 하고도 댓글을 안다는건지 궁금..."
109,109,602670,方块传说,2017-05-26,6500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,no user reviews,single only,,,0.0,1.0,,
110,110,602700,Chippy,2019-06-15,15500.0,2.0,2.0,Action,0.0,22.0,Bullet Hell,1.0,0.0,1.0,very positive,very positive,single and multi,778.0,72.0,13.3,82.0,79.9,"분명 잘 만든게임인데 무조건 어렵게만 할라고 하는거 같아서 빡침

좀 강약 중강약이 있어야되는데 무조건 강강강강강 이야"
111,111,602770,Clatter,2018-12-11,,2.0,2.0,Indie,0.0,12.0,Strategy,1.0,0.0,0.0,,very positive,single only,386.0,77.0,1.4,93.0,36.8,재밌네
112,112,602790,Fated Souls 3,2017-03-11,5500.0,4.0,4.0,Action,0.0,8.0,Adventure,1.0,0.0,0.0,,mixed,single only,18.0,11.0,29.5,435.0,3.6,"괜찮은 게임인데 정가주고 살 작품은 절대 아닙니다
근데 그냥 사지마세요"
113,113,602860,Ironclads 2: Boshin War,2017-04-20,10500.0,4.0,6.0,Simulation,0.0,0.0,Simulation,1.0,0.0,0.0,,positive,single only,14.0,2.0,,,,
114,114,602880,Powernaut VANGARDT,2017-03-29,1100.0,6.0,6.0,Action,0.0,14.0,Action,1.0,0.0,0.0,,positive,single only,10.0,2.0,16.4,321.0,2.6,
115,115,602890,hack_me 2,2017-03-11,4400.0,6.0,6.0,Indie,0.0,10.0,Simulation,2.0,0.0,1.0,,mostly positive,single only,522.0,227.0,1.1,2441.0,13.3,재미는 있는데 버그가 많음
116,116,602910,One Wish,2018-06-07,5500.0,5.0,5.0,Adventure,0.0,0.0,Adventure,2.0,0.0,0.0,,mixed,single only,81.0,53.0,43.2,6506.0,,대~~~~~니~~~~~~~~~
117,117,602920,Sketch! Run!,2017-03-31,2200.0,5.0,5.0,Indie,0.0,0.0,Indie,1.0,0.0,0.0,,1 user reviews,,6.0,0.0,,,,
118,118,602930,Wordlase,2017-04-29,3300.0,5.0,5.0,Casual,0.0,11.0,Casual,4.0,0.0,1.0,,mixed,single only,38.0,34.0,7.9,302.0,6.8,이 게임에 의하면 sit은 단어가 아닙니다.... 스팀에서 돈주고 사지는 마세요
119,119,602960,Barotrauma,2019-06-06,31000.0,6.0,2.0,Action,1.0,45.0,Multiplayer,13.0,0.0,1.0,very positive,very positive,single and multi,28096.0,2322.0,2627.1,19528.0,84.5,
120,120,602970,Stunt Island,1992-01-01,10500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,4 user reviews,single only,4.0,1.0,,,,
121,121,603000,Hillbilly Apocalypse,2018-12-01,6500.0,6.0,6.0,Action,0.0,0.0,Action,1.0,0.0,0.0,,mixed,single only,17.0,14.0,7.3,1205.0,,
122,122,603010,Chill,2019-01-19,1100.0,5.0,5.0,Casual,0.0,100.0,Casual,29.0,0.0,0.0,,mostly positive,single only,134.0,34.0,30.4,695.0,6.2,"아무생각없이 번들로 한묶음 산게임인데
플래시시절 그냥 마우스 포인터 움직이는걸로 벽피해서 탈출하기게임
실패하면 처음부터 다시시작하므로 이런거 점수내는거 좋아하는사람은 좋아할지도 모른다
누드라고 태그가잇지만 그냥 옆에 여캐하나가 잇는거뿐이지 딱히 그런거없는듯함

별거없는게임인데.. 그래도 1100원에 카드주는게임이라 비추천은안줌"
123,123,603020,Skautfold: Usurper,2018-02-21,10500.0,5.0,5.0,Action,0.0,18.0,Action,3.0,0.0,1.0,,mostly positive,single only,203.0,81.0,,,58.1,"엔딩 보고 작성했습니다

전형적인 메트로베니아 방식의 게임이고
길찾기는 npc가 알려주니 그렇게 어렵지 않습니다

무기 종류와 가짓수는 많은데 카타나>>>>그 외 무기들의 밸런스를 가지고 있습니다

전투 시 가드 게이지를 스태미너 겸용으로 사용하는데
가드 게이지가 여유분이 있으면 오토가드를 해줍니다
물론 수동으로 하면 더 적게 소모되고, 회피를 하면 소모된 게이지를 많이 회복시켜줍니다

이 부분에서 무기 밸런스가 별로라는걸 알수 있는데
카타나가 가드 소모량 대비 데미지가 제일 좋습니다
다른 무기는 가드 소모량이 너무 크다던가, 데미지가 별로라던가,공속이나 사거리 문제도 있고

레벨이라도 넉넉히 올려서 스텟이라도 많이 찍을 수 있으면 모르겠는데
엔딩 볼때까지 40~50레벨밖에 안되니 결국엔 쓰는 무기만 쓰게 되더라고요

그리고 텔레포트 시스템이 너무 구립니다
맵 중앙의 core를 거점으로 보면 되는데
다른 지역에서 코어로 텔레포트 할 순 있는데
다른 지역으로 가는건 무조건 걸어가야되니 너무 귀찮아지더라고요
옵션에서 이동속도를 올릴순 있는데
이 게임이 빠른 이동속도에 맞춰서 디자인되어 있진 않다고 써있어서 켜기도 찝찝하고..


그리고 게임하면서 렉 걸릴 사양이 아닌데 이상하게 잔렉이 계속 생겼었는데
해결을 패치로 해준게 아니고 토론장에 써둔걸 이제서야 봤네요...

전투 시스템이나 모션등은 괜찮은데 여러모로 아쉬운 게임"
