,Unnamed: 0,appid,is_top_seller,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate,review
29,29,617670,1,Zup! S,2018-11-15,1100.0,4,4,Casual,0,800,Casual,28,0,0,overwhelmingly positive,overwhelmingly positive,single only,10071,249,38.5,711.0,79.8,"내가 쥽을 시작한 이유는 추진력을 얻기 위함이었다!
... 는 헛소리고 나도 이제 본격적으로 프로필을 꾸며볼테야~라며 허황된 꿈을 꾸기 시작한 김모씨는 평소에 관심이 없었던 쥽 시리즈를 하나 까보았습니다.

#이거 도전과제용 아니었어? 퍼즐이 왜 생각보다 재밌는건데?
네네 도전과제 퍼주기용 게임이라고 해서 너무 얕본 것을 인정합니다. 클릭 하나만 하면 막 촤르륵 따지고 뭐 그런건줄 아라찌. (도과 겟이 쉽긴 해요)

퍼즐 방식은 굉장히 간단합니다, 특정 블럭을 클릭하면 터지면서 블럭들이 막 사방팔방 날라가는데 파란공을 특정 지점에 갖다놓는게 목표. 도미노 같은 거라고 해야되나. 이 연쇄작용을 지켜보는 재미가 쏠쏠하더군요. 정답도 하나 이상인것 같더라구요.

아주 쉬웠어요, 누구나 이해할 수 있습니다!!!


저처럼 프로필 이쁘장하게 꾸미고 싶으신 분들, 도전과제 쥽쥽을 시전하실 분들에게 추천합니다. 퍼즐도 괜찮은 건 덤! 너무 기대하진 마시고.. ZUP! 생각보다 괜찮은 친구였군요."
30,30,341800,1,Keep Talking and Nobody Explodes,2015-10-09,16000.0,5,5,Indie,0,10,Co-op,26,0,1,overwhelmingly positive,overwhelmingly positive,multi only,10774,234,164.2,1744.0,87.8,"난 친구같은거 없어,"
31,31,488860,1,MADNESS: Project Nexus,2021-09-30,26000.0,6,6,Action,0,38,Gore,1,0,1,overwhelmingly positive,overwhelmingly positive,single and multi,9425,280,465.0,4919.0,82.0,
32,32,246420,1,Kingdom Rush - Tower Defense,2014-01-07,10500.0,2,2,Strategy,0,74,Tower Defense,10,0,0,overwhelmingly positive,overwhelmingly positive,single only,9499,288,177.3,1950.0,92.3,"이미 과거 플래쉬 게임에서 모바일까지 한번 출시가 된 《왕국 돌진》이다. 명실공히 누구나 인정할 수밖에 없는 수준급의 타워 디펜스 게임 중 하나다. 그래픽, 다양한 종류의 타워, 레벨 디자인, 업그레이드, 보스 스테이지, 스킬 등 무엇 하나 빠지지 않는 그야 말로 '타워 디펜스' 장르의 교과서라 불릴 만하다.

+ 적절한 레벨 디자인 및 레벨의 수
+ 크게 4 종류의 타워가 존재하며, 종류별로 두 가지로 갈리는 업그레이드
+ 디펜스에 도움을 주는 두 가지의 스킬
+ 스테이지를 클리어할 때 마다 업그레이드 포인트가 주어진다
+ 다양한 특징을 지닌 많은 종류의 적들
+ 아기자기하면서 깔끔한 그래픽
+ 최적화가 잘 되어 있어서 몬스터가 아무리 많이 나와도 매끄럽게 진행 가능
+ 일반 스테이지 뿐만 아니라 보스가 등장하는 스테이지도 존재
+ 영상 가이드의 존재로 인해 도전과제 올클리어도 어렵지 않다(다만 귀찮을 뿐이다)
+ 트레이딩 카드 존재(플탐 대비 파밍시간 적절)

- 게임 진행 속도가 좀 답답한 편이다(리얼 배속기능이 있었으면 완벽 그 자체였을텐데)

압도적으로 긍정적인 평가가 이해가 된다. 원래 타워디펜스라는 장르 자체가 후반으로 갈수록 급격히 지루해지는 경향이 있는데, 《킹덤 러쉬》는 그런 구간이 없었다. 스무스하게 그냥 착착 스테이지를 진행해나가는 나를 보고 스스로도 놀랄 정도였다. 물론, 가이드의 영향으로 인해 막히는 부분이 없었다는 점도 이유 중 하나겠지."
33,33,732690,1,FIVE NIGHTS AT FREDDY'S: HELP WANTED,2019-05-28,31000.0,5,6,Action,0,15,Horror,11,0,1,overwhelmingly positive,overwhelmingly positive,single only,8152,270,39.0,844.0,88.8,"프레디를 잘안해서 모르지만 꿀잼!
VR있으면서 한번씩 플레이하기 추천!
프레디 팬이라면 더더욱!

YouTube™ Video: 와 갑툭 미쳤다! 한국 최초?! | 프레디 피자가게 VR: 헬프 원티드 (Five Nights at Freddy's VR: Help Wanted) #1"
34,34,1082430,1,Before Your Eyes,2021-04-08,10500.0,6,3,Adventure,0,11,Emotional,8,0,1,overwhelmingly positive,overwhelmingly positive,single only,8157,179,17.9,491.0,65.4,"준비물: 웹캠, 인공눈물, 티슈"
35,35,367580,1,Hook,2015-01-25,2200.0,5,5,Casual,0,0,Casual,27,0,0,very positive,overwhelmingly positive,single only,8240,251,7.1,261.0,,9000원같은 900원
36,36,1318690,1,shapez,2020-06-07,13000.0,5,5,Casual,1,45,Automation,24,0,1,very positive,overwhelmingly positive,single only,7732,219,409.6,2582.0,70.8,"Product received for free

펙토리오나 새티스 펙토리 게임류를 좋아한다면 이 게임을 강하게 추천한다. 공장류 게임들은 개인적으로 한번 실행시키기 어렵다. 뭔가 번거롭고 거추장스러운 느낌이 드는 경우가 많다. 하지만, 막상 실행하면 어마 무시하게 컴퓨터를 붙잡고 게임을 진행할 수 밖에 없다. 이 말은, 더럽게 재미있는 게임들이다.
shapez.io는 정말 라이트하다. 딱 공장류 게임에서 가장 재미있는 부분들을 만 라이트 하게 잘 만들어진 게임이다. 실행하기도 간편하고 깔끔하고 심플한 그래픽이 부담스럽다는 생각이 들지 않게 한다.

어느정도 게임을 이어가다 보면 내가 만든 구조를 Copy n Paste도 할 수 있어서, 광활한 맵에서 내가 효율적으로 만든 벨트와 장치들을 빠르게 구축할 수 있다. 난 이게 공장류 게임에서 가장 필요한 기능이라고 생각하는데, 딱 이 게임은 알맞게 이 기능이 있다. 그런다고 무작정 복붙을 사용할 수는 없다. 게임 내 코인 개념이 존재하고 이를 찍어내어서 벌어 이를 소모하여 복붙을 할 수 있다. (물론 이 코인도 어느정도 진행되면 많이 쌓인다.)

비싸지도 않아 즐겨보기에 부담스럽지도 않다. 또한 오픈소스이고 웹 기반인지라 shapez.io 사이트로 들어가면 무료 게임도 해볼 수 있다. 스팀으로 구매하기 전에 직접 사이트로 들어가 해봐도 좋다."
37,37,667970,1,VTOL VR,2017-08-04,32000.0,6,6,Action,0,0,Flight,4,0,1,overwhelmingly positive,overwhelmingly positive,single and multi,7256,176,353.3,1054.0,,"EARLY ACCESS REVIEW
공중급유 시-발 제정신임?"
38,38,601220,1,Zup! F,2019-12-11,1100.0,4,4,Casual,0,640,Casual,29,0,0,very positive,overwhelmingly positive,single only,7347,196,24.2,751.0,66.9,"<도전과제 효율>

플레이타임 : 63분
도전과제 : 640개
효율 : 1분에 약 10.159개의 도전과제를 딸 수 있음"
39,39,1406990,1,NEKOPARA Vol. 4,2020-11-27,10500.0,6,1,Adventure,0,19,Sexual Content,3,0,1,overwhelmingly positive,overwhelmingly positive,single only,7117,171,50.5,2512.0,90.1,친구 생일선물로 가장 좋은 작품
40,40,909080,1,Cube Escape: Paradox,2018-09-20,0.0,1,1,Adventure,0,28,Puzzle,14,0,1,overwhelmingly positive,overwhelmingly positive,single only,6650,176,90.8,1828.0,77.7,"정발된 다음날에 1일차 1챕, 2일차 2챕으로 전부 클리어했다.
플레이시간은 순수 게임만 플레이 했을때 5시간
내가 지금까지 플레이한 러레 시리즈중 제일 만족한 게임.

클리어하고 몇 시간동안 지인이랑 그동안의 전작들 떡밥이랑 이번 떡밥들이랑 다 끼워맞추면서 이야기 풀었는데, 처음 시즌때부터 이 큰그림을 생각하면서 만들었다 생각하니 잠 못잘거같음.

플레이하는데 별 어려움은 못느꼈다. 러레 특성상 초반에 아무것도 없이 던져질때가 좀 막막하고 걸리지 단서 하나 찾으면 휙휙 진행될 뿐더러, 전작들에서도 종종 있는 문제 패턴이 꽤나 보여서 플레이는 괜찮았으나, 확실히 전작인 파라다이스 보다는 난이도 상향때문에 어렵다고 생각될 수 있음.

다른것보다 퍼즐 풀어냈을때 쾌감도 쾌감이지만 퍼즐 풀어가면서 스토리 진행이나 단서들 나오는게 계속 전작에 나왔던 떡밥들이랑 오버랩되서 그 소름이랑 떨림때문에 미치는줄 알았음 특히 2챕때는 더심했다. 하지만 우리의 제작사 스토리 풀리는게 진짜 불친절의 끝판왕이라 2챕 엔딩보고는 이게 뭐야? 하고 몇십분동안 게임 켜놓고 멍만 때렸다.

게임이랑 같이 나온 파라독스 영화랑도 아예 연관성이 없는건 아니라
여건이 된다면 게임 먼저 다 플레이 하시고 영화보세요.
영화에 인게임 내에 없는 떡밥들도 많이 보이고 게임 내용이랑 다른게 보임.
스포일러의 가능성이 약간 존재함.
1챕 끝내고 영화보고 2챕 플레이 하시는게 좋을 것 같습니다.

이번 파라독스가 진찌 작정하고 만든게 아닐까 싶을정도로 생각이 든다.
무엇보다 퍼즐도 꽤나 적당한 난이도라 괜찮았고, 여운도 심하게 남았다.
2천 얼마가 아니라 돈을 더받아야한다고 생각함.
나중에 가격을 올려서 재판을 한다고 해도 구매할 의향이 100%로 다분함.

근데 확실히 전작을 1도 플레이하지 않고 처음 파라독스로 러레 접하신분들은 이게 뭐야? 할 수도 있을 부분이라 생각해서 더도 말고 덜도 말고 case 23이랑 Birthday정도는 플레이하고 파라독스 플레이하시면 괜찮을 것 같습니다. 나는 좀 더 깊게 보고싶다 하시면 파라다이스나 호텔까지도 괜찮을 듯.

이번에도 재밌게 만족하면서 플레이했다.
여유가 되시는 분들은 도전과제도 전부 깨보신 후에 게임에 다시 들어가보시는 것도 좋습니다!"
41,41,435400,1,Hidden Folks,2017-02-15,13500.0,5,5,Adventure,0,8,Hidden Object,23,0,1,very positive,overwhelmingly positive,single only,7811,268,32.7,747.0,41.0,눈깔이 빠질것 같습니다.
42,42,1604000,1,Milk outside a bag of milk outside a bag of milk,2021-12-16,9500.0,6,6,Casual,0,10,Visual Novel,9,0,1,overwhelmingly positive,overwhelmingly positive,single only,5486,160,35.3,297.0,75.9,정신병을 앓고있는 소녀의이야기는 나는배가아파 주유소가 입원했는데 엄마가 하지말라고 시킨것이 오 트레스카 내진심을 이젠 그 아이는 계산대를 울고있는데 네 도움이 필요하지 않은 우유가 부엌에 죽어있어 나의 목을 조르고 별거 약통에 든 빨간 피가 나를 아프게 해 쏟아내며 우유는 엄마가 하지말라고 나를 가방속에 아빠가 트레스카는 내 생각보다 똑똑한 나를 조르고 그만바라봐 하염없이 계단을 내려가는 반딧불이가 내 귓속에 천장을 숨어 돌아와 현실에 적응하는게 중요합니다 우유를 사기 위해 계단을 내려가야 네가 있어 우유가 20분남았기때문에 너는 우유를 마시지마렴 고마워요 하지만 스케치북속 반딧불이는 칠판바퀴벌레 걷는소리가 징그러워 징그러워서 반딧불이는 안친한거야 다른곳에 나는 표현을잘하고 우유 안마실게요 그래서 식물이 죽었고 거기에 반딧불이 연기를 낸다 피자 서랍위에 나는 잘 모른다 그런데 자명종이 운동을 해 눈을 20분 떴다 너는 놀라서 나를 반딧불이가 침낭 속에 자고 개인위생을 위해 라디오가 3개 있는데 아침이 너무 싫어서 나는 못생겼는데 못생겼다는건 거울속에 엄마가 나를 부르고 아침이 너무 싫어서 못생긴 나는 아침이 싫어 엄마가 불러 나갔는데 내 사진들이 모두 타버려서 내가 사라졌기 때문에 부작용으론 구토오한 그리고 철창 속에 같힌 햄스터가 나라고 생각해본다면 그 햄스터 우산속은 감기에 걸려 아플 반딧불이의 내 귓속으로 칠판이 날아다니는 나는 계속 문으로 달려가는데 문이 너무 멀어서 달리는 건 많은 체력과 정신을 소모하는 나의 얼굴이 갈려나가 넘어진 수풀속에 도망치는 나는 뒤에 이상해 나는 무서워서 도망쳐서 계속 하늘이 나를 바라봤기에 뒤를 돌아보니 수풀이 비웃는데 계속 문으로 달려가는 나는 문에 거의 닿을거 같은데 나는 도망쳐서 계속 하늘이 나를 바라보고 나는 문고리에 손가락이 닿는 나는 몇시간동안 달려 멈춰서 나는 문을 열고 나는 뒤에 괴물이 나를 바라보고 나는 문밖의 비명소리에 나는 무서워서 괴물에게 나는 무서워
43,43,1239080,1,Door Kickers 2: Task Force North,2020-11-04,26000.0,4,4,Action,1,0,Strategy,1,0,0,very positive,overwhelmingly positive,single and multi,5471,173,324.2,900.0,,
44,44,558990,1,Opus Magnum,2017-12-08,20500.0,2,2,Indie,0,5,Puzzle,12,0,0,very positive,overwhelmingly positive,single only,4666,123,133.7,890.0,50.9,"Zachtronics의 게임들이 항상 그렇듯 '공학도스러운' 게임입니다만, 이번 작은 다른 작들에 비해 시청각적으로 만족스러운 소재를 쓰고 있습니다. Zachtronics의 게임을 즐기는 방식이라고 하면, 그냥 스테이지를 클리어하는 것이 아니라 ①자기가 할 수 있는 최대한도로 최적화하거나, ②최소한 친구들과의 리더보드에서 공동 1등 자리에 서는 것을 목표로 한다거나 하는 경우가 많습니다. 저도 그래왔고요. 단순히 동작하는 것을 만들기에는 너무 안 게임같고 노동처럼 느껴지곤 했으니 말입니다. ""내가 이 게임을 위해 코드를 짜는 것보다는 그냥 실제로 작동하는 프로젝트를 위한 코딩을 하는게 낫지 않을까?""가 제 TIS-100의 경험이었고요.

물론 이 게임도 결국 같은 메커닉 - 최적화할 수 있지만 쉽지는 않은 결정론적 시스템, 여러 종류의 최적화에 대응하는 리더보드 등 - 을 가지고 있지만, 시청각적으로 좀 더 만족스러운 피드백을 제공함으로써 굳이 그렇게까지 자신의 플레이에 완벽함을 요구하지 않더라도 더 만족스러울 수 있는 여지를 제공했다는 점이 큰 발전이라고 할 수 있습니다. 자기가 만든 기계의 작동을 gif로 추출해 친구들과 공유할 수도 있고요. 보고 있자면 만족스러운 게임입니다.

TIS-100을 공학적 훈련을 받지 않은 친구들에게 추천할만하냐 하면 저는 아니라고 말할 것입니다. 딱 봐도 무섭게 생겼기 때문입니다. 하지만 Opus Magnum은 추천할 수 있습니다. 예쁘고, 철컥거리는 소리들이 만족스럽고, 전반적으로 덜 겁을 주기 때문이죠. 그리고 그와 동시에… 행정이니 율속이니 하는 단어들을 귓가에 속삭여주기 좋은 계기로 삼을 수 있겠죠.

환영합니다 여러분. 여러분이 연금술에서 원하는 것들을 찾을 수 있기를."
45,45,434170,1,The Jackbox Party Pack 3,2016-10-18,27000.0,2,2,Casual,0,20,Trivia,1,0,1,very positive,overwhelmingly positive,single and multi,4640,135,237.1,10894.0,66.9,
46,46,1172450,1,Carto,2020-10-27,0.0,6,2,Adventure,0,20,Indie,9,0,1,overwhelmingly positive,overwhelmingly positive,single only,4654,135,44.4,909.0,80.1,"지도 조각으로 세상을 재구성하는 꼬마 창조주

갑자기 불어닥친 폭풍으로 인해 헤어진 할머니를 만나기 위해 기나긴 여정을 떠나는 꼬마 지도제작자 유망주 카토의 이야기를 담은 게임으로, 지도 조각을 조립해 맵을 재구성하고 그렇게 재구성한 맵 위에서 게임을 진행하는 독특한 컨셉의 퍼즐 어드벤처 게임이다. 2-3등신의 깜찍한 캐릭터와 밝고 편안한 색감의 그래픽, 부드럽고 잔잔한 배경 음악이 눈과 귀를 사로잡는다. 한편 게임의 제목이자 주인공 소녀의 이름이 카토 Carto인데 이는 지도학이라는 의미를 지닌 Cartography라는 단어에서 이름을 따온 것으로 추정된다.

지도 조각을 모아 규칙에 맞게 지도 조각을 이어 지도를 재구성하고, 그렇게 재구성한 지형 위를 돌아다니며 게임을 진행한다. 이 과정에서 다른 캐릭터들이 주는 힌트에 맞게 지도를 구성해 새로운 지형을 추가하거나 새로운 캐릭터를 출현시킬 수도 있다. 또한 지도 조각이 테트리스 블록 형태로 등장하기도 하고 앞면과 뒷면이 다른 지도 조각이 나오는 등 지도 조립이라는 기본 컨셉을 바탕으로 다양한 매커니즘이 등장한다. 지도 조립이라는 컨셉을 상당히 다방면으로 구현해낸 모습이며, 그러면서도 규칙이 단순하고 각 레벨이 쉽게 디자인돼있는 데다가 캐릭터들이 힌트도 친절하게 주기 때문에 적당히 고민하며 쉽게 게임을 이어나갈 수 있다.

한편 지도제작자 카토는 할머니를 찾기 위해 다양한 기후와 지형을 보유한 지역을 탐험하게 되는데, 이 과정에서 각 구역을 지키는 이들을 만나 그들의 문화를 직접 체험하고 받아들이게 된다. 각 구역의 문화는 조금 과장되거나 완화된 구석이 있긴 하지만 충분히 받아들일만 하다. 각 구역마다 조금씩 달라지는 지도 조립 매커니즘과 더불어 문화적 차이라는 이야기의 주제를 플레이어에게 알기 쉽게 전달하는 모습이다. 그리고 결말에서는 각기 다른 문화가 하나로 이어지고 서로 화합될 수 있음을 보여주며 강압적이지 않은 선의 작은 감동과 교훈을 선사한다.

직접 지도를 재구성하는 퍼즐 플레이는 독특하고 신선하며 레벨 디자인 또한 대체로 쉽게 구성돼있다. 여기에 세계 각지를 탐험하며 그들의 문화를 보고 받아들이는 스토리 또한 알기 쉽게 전달된다. 즉 카토는 독특한 컨셉과 게임플레이, 그리고 스토리가 전부 딱 맞아 떨어지는 준수한 인디 게임이라 할 수 있다."
